Country,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$
AT,4.687382276349962,0.14357259335899122,0.6930578784981205,0.21175256423373492,0.5100322045512945,0.00316713346832415,0.015291316276752533,0.0,0.0
BE,4.483154439218177,0.6902508236214212,1.1361190359739517,0.10024959648275047,0.0,0.0,0.04584449158588003,0.0,0.0
BG,4.514877257010085,15.48789129674724,0.8619387573915696,2.4262039731980707,0.0,0.0,0.14651341729770392,0.0,0.0
HR,0.0,3.770610855149589,0.012524256818695905,0.20129290331797564,0.015667226210459895,0.0,0.0,0.0,0.0
CY,1.2629760845088687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,3.9312490511370446,1.5898945837992229,0.9392298691847464,0.8830777623567484,0.0,0.0,0.09104335110454377,0.0,0.0
DK,4.368471107565564,0.0,1.108305349868936,0.1622443513823183,0.0,0.0,0.070343171462688,0.0,0.0
EE,0.1942883594141775,0.9412248781679546,0.12343932828432191,0.585308148281493,0.0,0.0,0.17692970387419474,0.0,0.0
FI,7.925850446017255,0.0,2.0119655249350776,0.11774354602055184,0.0,0.008536215405006362,0.048354848940934246,0.0,0.0
FR,6.008471155333138,0.16349581375056157,1.2508397017668573,0.26202903662028604,0.0,0.0,0.03847439032553818,0.0,0.0
DE,3.3179773786244504,0.6728762110431664,1.343700540141434,0.2620308204759571,0.009735447013565523,0.0701432178788828,0.024732505585836388,0.0,0.0030228617938244475
EL,3.276265017015929,4.925915754272712,0.0,0.25620547077805333,0.0,0.0,0.04178613073049407,0.0,0.0
HU,2.7777861983266217,0.6167494976624427,1.0518483247214436,0.20401305739531594,0.0,0.0,0.04812926625487851,0.0,0.0
IS,4.1329436791969,0.0,0.8742940553466676,0.0,0.0,0.547154523356488,0.3247117803613101,0.0,0.0
IE,3.354220457920273,0.057667293996768176,0.757554824864377,0.0,0.0,0.0,0.01637403201327934,0.0,0.0
IT,3.2497673281308344,5.787343913979962,0.10444486987750687,2.676036092730086,0.0,7.58197536995301e-05,0.022531103474377027,0.0,0.0
LV,0.06531710815646156,5.7419944672567205,0.7794705275021477,0.0,0.0,0.0,0.2336835302369937,0.0,0.0
LT,3.306533995899846,6.2525464917597,0.443136537050348,0.4200537131943032,0.0,0.0,0.16802148527772126,0.0,0.0
LU,5.457449485953355,0.035573452772653336,0.34394505490562527,0.0,0.0,0.0,0.00804759666470688,0.0,0.0019990845218061676
MT,3.8095829003086754,0.3562435692606782,0.0,0.0,0.0,0.0,0.014994286659738273,0.0,0.0
NL,1.7503096655414803,1.608366263511882,1.272329937052517,0.6267810147320181,0.0,0.0,0.23805245561098765,0.0,0.0
NO,13.218119071457297,0.21967830864802368,0.802703627798597,0.6641934331917737,0.0,0.2893039064719886,1.0194464323222376,0.0,0.0
PL,2.075225138262496,9.741462057277785,0.8527825127689852,0.05389434442925246,0.00022268389865675136,0.0,0.011032534892146442,0.0,0.0
PT,4.309836754839771,0.7423541670475111,0.05387273092883388,0.2682851031936091,0.037657898104308724,0.0,0.0033453375500429594,0.0,0.0
RO,3.1097747443771517,1.5396311513919378,1.555912426217465,0.0,0.4122938146531473,0.0,0.05603628691262268,0.0,0.0
RS,0.0,6.444592717877897,0.0,0.1729174263524994,0.0,0.0,0.0,0.0,0.0
SK,5.114824971896674,0.0,0.7701984655879451,0.0,0.0,0.0,0.08465450135545637,0.0,0.0
SI,1.0931346064080087,0.7926919233844906,0.2219453374939552,0.1715915218666301,0.0,0.0,0.003937993922887778,0.0,0.0
ES,4.034675451810289,0.20538759498423226,0.49194708238538926,0.4088894611428287,0.05180941919053112,0.0,0.017777182709727446,0.0,0.0
SE,11.20456227675214,0.0,1.2901012612647322,0.19732128501856372,6.131852287621408,1.6464828251500174,0.0,0.1128418132634697,0.0
UA,0.0,22.603495740522604,0.6435910270809624,0.39375296940376175,0.0,0.0,0.0,0.0,0.0
UK,1.3873214604543462,0.18968642527523244,0.967930139447346,0.0,0.0,0.0,0.040437672625344326,0.0,0.0
