Country,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$
AT,4.419699612419616,0.10015192021157307,0.7012095420210721,0.20256839879408614,0.8606539314072573,0.004468241516854767,0.015364906796377972,0.0,0.0
BE,4.2682411725275005,0.6444325706601491,1.324817547671991,0.1701225337928667,0.0,0.0,0.06862154127510345,0.0,0.0
BG,4.244382005696183,14.365274221112587,0.8988099372954732,2.4650243648373107,0.0,0.0,0.09646608489455523,0.0,0.0
HR,1.2802860546875574,3.8482281916734307,0.019669676338648377,0.20597030806227332,0.01801019992298077,0.0,0.004197499169041589,0.0,0.0
CY,1.3118935240831402,0.07299698044619037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,3.797870988890684,1.5095526316202224,0.9608938897977174,0.953161441905476,0.0,0.0,0.0915189319497532,0.0,0.0
DK,4.244625390993496,0.0,1.0657613822551015,0.19509954818529368,0.0,0.0,0.07807457425152674,0.0,0.0
EE,1.55759342277872,1.0929415276902057,0.6071071548463899,0.8811167501371907,0.0,0.0,0.18110399110088185,0.0,0.0
FI,7.131938002449231,0.0,2.0881819861078417,0.1862896210683629,0.0,0.0248065205421555,0.1002142888092186,0.0,0.0
FR,6.031787800892506,0.15152762458018043,1.3942007082566816,0.31556299363596824,0.0,0.0,0.049390958259298845,0.0,0.0
DE,3.60683571015176,0.7328726897129809,1.4185496106743247,0.23830586395221756,0.006726513066997229,0.06347541206826106,0.037076555222155305,0.0,0.0012670387505470636
EL,3.1329793539573196,4.709134463052761,0.0,0.3036764824943732,0.0,0.0,0.040220991559389026,0.0,0.0
HU,3.1155089172834267,0.5062931696253851,1.1119066948701475,0.21115420097758356,0.0,0.0,0.05456056539971959,0.0,0.0
IS,4.675305659272275,0.0,1.1347829270078336,0.0,0.0,0.5294677502013324,0.4416135881104034,0.0,0.0
IE,3.2220836494340115,0.046974399713080775,0.6918578298994085,0.0,0.0,0.0,0.02701281624969278,0.0,0.0
IT,3.7099448091462364,5.405407300258326,0.09940620862202466,2.615214542258658,0.0,7.315779972796272e-05,0.025952729453494774,0.0,0.0
LV,2.6412618892802224,5.304134103109101,0.8125482030294794,0.0053785696654433625,0.0,0.0,0.2351203310893812,0.0,0.0
LT,3.427291038581295,5.505280708142407,0.4033026741937729,0.389181785263642,0.0,0.0,0.15916259094104632,0.0,0.0
LU,5.404080403061046,0.017700838559238086,0.4791698546564479,0.0,0.0,0.0,0.012903863339932374,0.0,0.0009114252916680857
MT,4.6523470473813635,0.25094505817154183,0.0,0.0,0.0,0.0,0.03807758652328697,0.0,0.0
NL,3.130326262046602,1.4140536452758412,1.6297920245357769,0.601907595530165,0.0,0.0,0.31700002005181,0.0,0.0
NO,9.495546494641804,0.22095532505773277,0.8991001258998168,0.7370241778099853,0.0,0.5396034041108928,1.5676132467705208,0.0,0.0
PL,3.4351596367254698,9.483549152223496,0.8036926552510092,0.05937520764931605,0.003780409101644134,0.0,0.011252878260736536,0.0,0.0
PT,4.5388899265741935,0.7228153147843559,0.10155211527615829,0.2914727051488736,0.07643610105160842,0.0,0.008323646591385117,0.0,0.0
RO,3.3467235018698007,1.555163423334205,1.500702253716701,0.0,0.08212319574559034,0.0,0.05590483864758414,0.0,0.0
RS,0.0,3.907594557333813,0.0,0.4224180303302763,0.0,0.0,0.0,0.0,0.0
SK,5.237142772353622,0.0,0.6946216774984915,0.0,0.0,0.0,0.08166899130486394,0.0,0.0
SI,3.3911694217573265,0.7634898191934814,0.4006843911432097,0.17161174730979697,0.0,0.0,0.004677049717038492,0.0,0.0
ES,5.151039777515985,0.2437507888649556,0.5346516468055107,0.5229659185631412,0.1441263016337017,0.0,0.034110633779542786,0.0009569908477223289,0.0
SE,13.438176183246458,0.0,1.7197777871158182,0.17377890402666454,5.520274002468896,1.8036831261810846,0.0,0.08695035227757854,0.0
UA,0.0,23.950022278402475,0.5148571299804809,0.3146072634919126,0.0,0.0,0.0,0.0,0.0
UK,2.2617836449448396,0.16607895377651358,0.99827301399497,0.0,0.0,0.0,0.05321384875269967,0.0,0.0
