Country,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$
AT,4.564764469951923,0.042605955991882695,0.7669211541569955,0.2713113806435633,0.3467329878462152,0.004658065237737747,0.01621955051344012,0.0,0.0
BE,7.725017430915864,0.6542549996186461,1.7500437038451957,0.5747308754335793,0.0,0.0,0.15530895412479928,0.0,0.0
BG,4.653418624161074,13.290873352840073,0.8474625040923229,2.7555080107218854,0.0,0.0,0.09984628212473401,0.0,0.0
HR,3.427372323144068,3.13508658825725,0.040187300388936725,0.16292292096992422,0.00853582501664751,0.0,0.012777228751627638,0.0,0.0
CY,4.022625338494753,0.07326269142111753,0.10591413482609452,0.0,0.0,0.0,0.0,0.0,0.0
CZ,4.9671650660889535,1.2722941131806813,1.081043236799055,1.2598530275554434,0.0,0.019343669459583563,0.10048189895997783,0.0,0.0
DK,4.656025062206776,0.0,2.1624667206962496,0.21469031640385317,0.0,0.0,0.22274323683476302,0.0,0.0
EE,4.24996916925753,1.3120265858360323,0.8032868816813463,2.0163954643109814,0.0,1.0882278489228712,0.16044967449226633,0.0,0.0
FI,8.245463135540492,0.0,2.4812146257215018,0.37922183766428225,0.0,0.1116934937992881,0.296299537664419,0.0,0.0
FR,5.7580249058283774,0.10855059253926196,1.5421157447767344,0.5373700588988659,0.0,0.0,0.10143548364584296,0.0,0.0
DE,5.2408895908230315,0.5146177682614861,1.4152255132560283,0.2730921521241349,0.009335888094805391,0.15575598809377014,0.07844073038461542,0.0,0.0014001782100904882
EL,3.021109830250964,4.290313042958278,1.3879134788198517,0.40144445588728733,0.0,0.0,0.03709695816016806,0.0,0.0
HU,4.574166781846422,0.3356064741173522,1.9646308352211102,0.18178879234612963,0.0,0.0,0.12287141956900127,0.0,0.0
IS,4.6093061090566065,0.0,2.3227676343725863,0.0,0.0,0.5875275991004232,0.8353213799891996,0.0,0.0
IE,4.670986273405815,0.025261268964769712,0.5852846333804035,0.0,0.0,0.0,0.10417638929452111,0.0,0.0
IT,4.614318869147455,5.331869640841778,0.07277201756564407,2.862472264377523,0.0,8.89452241584568e-05,0.06067546708009395,0.0,0.0
LV,3.1031697001378133,4.333487778992223,1.2622962505346196,0.052867937081214664,0.0,0.0,0.23137147745093384,0.0,0.0
LT,4.157395307220476,4.753411271618456,0.7718774650042972,0.4112264880286637,0.0,0.0,0.17080885498220294,0.0,0.0
LU,7.765698635306183,0.011550339827930174,0.8351319006477261,0.0,0.0,0.0,0.08956048840400307,0.0,0.0013304056346307004
MT,7.046356072682594,0.3754878959437774,0.0,0.0,0.0,0.0,0.0969171861180695,0.0,0.0
NL,3.348820949510984,1.2979453956833245,2.535670711497221,0.6489055129254822,0.0,0.0,0.6481440838754411,0.0,0.0
NO,10.550173486236737,0.18508095972642039,1.1835930478848091,0.7353879327338432,0.0,0.6206203533798385,2.9068762139923314,0.0,0.0
PL,3.97133721989079,9.043122494968173,0.8682252271574376,0.09254566667060417,0.09196215646963615,0.0,0.030370994362579864,0.0,0.0
PT,4.877844153059386,0.6410124294914432,0.13359022961406225,0.3187262607747068,0.02941608141571918,0.0,0.01856981218883334,0.0,0.0
RO,5.4875090982631844,1.432058937161005,1.4830593859843773,0.0,0.8511134882186697,0.0,0.057636495798168354,0.0,0.0
RS,0.0,3.531522224704043,0.0,0.9393846325664508,0.0,0.0,0.0,0.0,0.0
SK,5.550473660737089,0.0,1.1137433943117787,0.0,0.0,0.0,0.08859810243812191,0.0,0.0
SI,5.466484548841564,0.5868169779983712,0.5157012498156377,0.22360734370891927,0.0,0.0,0.011799183034826827,0.0,0.0
ES,5.3262294303748625,0.31103735209738614,0.35825422626272707,1.1539663884601776,0.14572614913791138,0.0,0.07245427046362807,0.0011846976113576125,0.0
SE,14.8588569337541,0.0,1.5112553656279286,0.13820647935718186,4.608219523546198,1.4161872754746307,0.6828025739292367,0.050902978409789676,0.0
UA,0.0,19.87626092804304,0.7554557077085658,0.2694266056740838,0.0,0.0,0.0,0.0,0.0
UK,3.283336458024639,0.1744539391341238,1.0014616193946622,0.0,0.0,0.0,0.08168002689282225,0.0,0.0
